MS_SubClass,MS_Zoning,Lot_Area,Alley,Neighborhood,Bldg_Type,Overall_Qual,Year_Built,Roof_Style,Roof_Matl,Mas_Vnr_Type,1st_Flr_SF,2nd_Flr_SF,Garage_Area,Paved_Drive,SalePrice,total_sq
2-STORY 1945 & OLDER,Resi Low Density,9480,True,NAmes,1Fam,Average,1942,Gable,CompShg,Stone,888,756,312.0,Paved,146500,1956.0
1-STORY 1946 & NEWER,Resi Low Density,11880,True,NWAmes,1Fam,Good,1978,Gable,CompShg,BrkFace,1601,0,478.0,Paved,157000,2079.0
2-STORY 1945 & OLDER,Resi Med Density,10800,True,OldTown,1Fam,Good,1890,Gable,CompShg,None,1313,1182,342.0,Paved,184000,2837.0
2-STORY 1946 & NEWER,Resi Low Density,7861,True,Gilbert,1Fam,Above Avg,2002,Gable,CompShg,None,807,702,393.0,Paved,183200,1902.0
1-STORY 1946 & NEWER,Resi Low Density,11616,True,Sawyer,1Fam,Average,1962,Gable,CompShg,BrkFace,1092,0,288.0,Paved,139000,1380.0
2-STORY 1946 & NEWER,Resi Low Density,10542,True,NoRidge,1Fam,Good,1993,Hip,CompShg,BrkFace,1325,1093,983.0,Paved,341000,3401.0
2ST PUD - 1946 & NEWER,Resi Med Density,1680,True,BrDale,Twnhs,Above Avg,1971,Gable,CompShg,BrkFace,483,504,264.0,Paved,96000,1251.0
1-STORY 1946 & NEWER,Resi Med Density,8546,True,Edwards,1Fam,Below Avg,2003,Gable,CompShg,None,1121,0,440.0,Paved,140000,1561.0
1-STORY 1946 & NEWER,Resi Med Density,7407,True,OldTown,1Fam,Above Avg,1957,Gable,CompShg,None,1236,0,923.0,Paved,149700,2159.0
1-STORY 1946 & NEWER,Resi Low Density,10140,True,NWAmes,1Fam,Average,1975,Gable,CompShg,None,1074,0,495.0,Paved,153500,1569.0
1-STORY 1946 & NEWER,Agriculture,14584,True,IDOTRR,1Fam,Very Poor,1952,Gable,CompShg,None,733,0,487.0,Dirt/Gravel,13100,1220.0
2-STORY 1946 & NEWER,Resi Low Density,8158,True,CollgCr,1Fam,Good,2003,Gable,CompShg,BrkFace,884,884,543.0,Paved,224900,2311.0
1-STORY 1946 & NEWER,Floating Village,7500,False,Somerst,1Fam,Good,2005,Gable,CompShg,None,1266,0,453.0,Paved,176000,1719.0
1-1/2 STORY FINISHED,Resi Low Density,10678,True,NoRidge,1Fam,Very good,1992,Hip,CompShg,BrkFace,2129,743,541.0,Paved,285000,3413.0
1-STORY 1946 & NEWER,Resi Low Density,15256,True,Somerst,1Fam,Very good,2007,Gable,CompShg,Stone,1464,0,754.0,Paved,282922,2218.0
2-STORY 1946 & NEWER,Resi Low Density,14200,True,NAmes,1Fam,Good,1966,Gable,CompShg,BrkFace,1216,941,487.0,Paved,226000,2644.0
2-STORY 1946 & NEWER,Resi Low Density,12438,True,StoneBr,1Fam,Very good,2006,Hip,CompShg,BrkFace,1264,1312,666.0,Paved,361919,3242.0
2-STORY 1946 & NEWER,Resi Low Density,16023,True,StoneBr,1Fam,Excellent,2005,Hip,CompShg,BrkFace,1414,1384,670.0,Paved,457347,3468.0
1-STORY 1946 & NEWER,Resi Low Density,20064,True,ClearCr,1Fam,Very good,1976,Shed,WdShngl,None,1743,0,529.0,Paved,279000,2272.0
1-STORY 1946 & NEWER,Resi Low Density,9819,True,Mitchel,1Fam,Above Avg,1977,Gable,CompShg,None,1567,0,714.0,Paved,196000,2281.0
1-STORY 1946 & NEWER,Resi Low Density,10400,True,NWAmes,1Fam,Good,1976,Gable,CompShg,BrkFace,1370,0,479.0,Paved,152000,1849.0
DUPLEX,Resi Low Density,11643,True,NAmes,Duplex,Average,1969,Gable,CompShg,BrkFace,1338,1296,968.0,Paved,200000,3602.0
1-STORY 1946 & NEWER,Resi Low Density,11645,True,CollgCr,1Fam,Very good,2005,Hip,CompShg,BrkFace,1590,0,754.0,Paved,294900,2344.0
1-STORY 1946 & NEWER,Resi Low Density,7328,True,SawyerW,1Fam,Good,2008,Gable,CompShg,BrkFace,1450,0,788.0,Paved,224243,2238.0
1-1/2 STORY FINISHED,Resi Low Density,7822,True,Edwards,1Fam,Above Avg,1915,Gable,CompShg,None,846,492,528.0,Dirt/Gravel,92000,1866.0
2-STORY 1946 & NEWER,Resi Low Density,9018,True,Gilbert,1Fam,Good,2007,Hip,CompShg,None,728,728,400.0,Paved,179540,1856.0
1-STORY 1946 & NEWER,Resi Low Density,13472,True,NridgHt,1Fam,Very Excellent,2003,Hip,CompShg,BrkFace,2392,0,968.0,Paved,386250,3360.0
MULTILEVEL,Resi Med Density,1533,True,MeadowV,Twnhs,Below Avg,1970,Gable,CompShg,None,530,462,297.0,Paved,106500,1289.0
2-STORY 1946 & NEWER,Floating Village,11003,True,Somerst,1Fam,Very Excellent,2008,Gable,CompShg,Stone,1026,981,812.0,Paved,310000,2819.0
2-STORY 1946 & NEWER,Resi Low Density,10790,True,NoRidge,1Fam,Good,1998,Gable,CompShg,BrkFace,1108,1277,600.0,Paved,252000,2985.0
2-1/2 STORY,Resi Low Density,7128,True,Crawfor,1Fam,Good,1941,Gable,CompShg,None,918,728,240.0,Paved,164000,1886.0
2-STORY 1946 & NEWER,Resi Low Density,7713,True,Gilbert,1Fam,Good,2007,Gable,CompShg,Stone,728,728,400.0,Paved,177594,1856.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Average,1936,Gable,CompShg,None,548,492,624.0,Partial Paved,123900,1664.0
2-STORY 1945 & OLDER,Resi Low Density,22420,True,Crawfor,1Fam,Above Avg,1918,Hip,CompShg,None,1370,1254,864.0,Dirt/Gravel,239000,3488.0
1-STORY 1946 & NEWER,Resi Low Density,15300,True,Mitchel,1Fam,Average,1965,Hip,CompShg,None,1264,0,528.0,Paved,169000,1792.0
1-STPUD-1946 & NEWER,Resi Low Density,3196,True,Blmngtn,TwnhsE,Good,2003,Gable,CompShg,BrkFace,1557,0,420.0,Paved,234000,1977.0
SPLIT FOYER,Resi Low Density,9360,True,Mitchel,1Fam,Above Avg,1977,Gable,CompShg,None,1287,0,541.0,Paved,173000,1828.0
1-STORY 1946 & NEWER,Resi Low Density,11241,True,NAmes,1Fam,Above Avg,1970,Gable,CompShg,BrkFace,1004,0,480.0,Paved,149000,1484.0
1-STORY 1946 & NEWER,Resi Low Density,9260,True,SawyerW,1Fam,Good,2007,Gable,CompShg,None,1162,0,483.0,Paved,170000,1645.0
1-STORY 1946 & NEWER,Floating Village,7993,True,Somerst,1Fam,Good,2008,Gable,CompShg,0,1436,0,529.0,Paved,225000,1965.0
1-STORY 1946 & NEWER,Resi Low Density,9239,True,Sawyer,1Fam,Average,1963,Gable,CompShg,None,960,0,300.0,Paved,144900,1260.0
1-STORY 1946 & NEWER,Resi Low Density,10044,True,Edwards,1Fam,Average,1968,Gable,CompShg,None,1196,0,336.0,Paved,144000,1532.0
1-STPUD-1946 & NEWER,Resi Low Density,3182,True,Blmngtn,TwnhsE,Very good,2004,Gable,CompShg,BrkFace,1269,0,430.0,Paved,192000,1699.0
1-STORY 1946 & NEWER,Resi Low Density,7626,True,NAmes,1Fam,Average,1952,Hip,CompShg,None,1031,0,230.0,Paved,145500,1261.0
1-1/2 STORY FINISHED,Resi Low Density,7008,True,OldTown,1Fam,Below Avg,1900,Gable,CompShg,None,448,272,280.0,Paved,86900,1000.0
1-STORY 1946 & NEWER,Resi Low Density,12160,True,NAmes,1Fam,Above Avg,1953,Hip,CompShg,BrkFace,1505,0,505.0,Paved,149500,2010.0
1-STORY 1945 & OLDER,Resi Low Density,6305,True,Crawfor,1Fam,Average,1938,Gable,CompShg,None,954,0,240.0,Paved,119750,1194.0
2-STORY 1946 & NEWER,Resi Low Density,8846,True,CollgCr,1Fam,Above Avg,2005,Gable,CompShg,None,750,750,564.0,Paved,173900,2064.0
1-STORY 1946 & NEWER,Resi Low Density,10659,True,NAmes,1Fam,Average,1961,Hip,CompShg,None,1050,0,368.0,Paved,136500,1418.0
2ST PUD - 1946 & NEWER,Resi Low Density,13108,True,StoneBr,1Fam,Very good,1994,Gable,CompShg,None,2079,608,618.0,Paved,270000,3305.0
1-STORY 1946 & NEWER,Resi Low Density,13500,True,ClearCr,1Fam,Above Avg,1960,Flat,CompShg,None,1252,0,564.0,Paved,235000,1816.0
SPLIT OR MULTI-LEVEL,Resi Low Density,7750,True,Gilbert,1Fam,Good,1999,Gable,CompShg,None,774,656,400.0,Paved,156000,1830.0
1-STORY 1946 & NEWER,Resi Low Density,12450,True,SawyerW,1Fam,Average,2003,Gable,CompShg,None,1114,0,576.0,Paved,153000,1690.0
1-STPUD-1946 & NEWER,Resi Med Density,4500,True,Mitchel,TwnhsE,Above Avg,1999,Hip,CompShg,BrkFace,1224,0,402.0,Paved,165000,1626.0
2-STORY 1946 & NEWER,Resi Low Density,11198,True,StoneBr,1Fam,Excellent,2005,Hip,CompShg,BrkFace,1134,1370,656.0,Paved,325000,3160.0
2 FAMILY CONVERSION,Resi Low Density,6221,True,Crawfor,2fmCon,Average,1941,Gable,CompShg,None,760,595,528.0,Paved,140000,1883.0
SPLIT OR MULTI-LEVEL,Resi Med Density,13200,True,IDOTRR,1Fam,Above Avg,1963,Gable,CompShg,BrkFace,1497,797,658.0,Paved,202500,2952.0
1-STPUD-1946 & NEWER,Resi Low Density,8769,True,NridgHt,TwnhsE,Excellent,2008,Hip,CompShg,BrkFace,1702,0,1052.0,Paved,367294,2754.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10200,True,Timber,1Fam,Above Avg,1988,Gable,CompShg,BrkFace,1509,0,600.0,Paved,175000,2109.0
2-STORY 1945 & OLDER,Resi Low Density,9550,True,Crawfor,1Fam,Good,1915,Gable,CompShg,None,961,756,642.0,Paved,140000,2359.0
1-STORY 1946 & NEWER,Resi Low Density,10331,True,Timber,1Fam,Good,1985,Gable,CompShg,None,1240,0,528.0,Paved,174000,1768.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9587,True,Gilbert,1Fam,Good,2005,Gable,CompShg,Stone,1166,0,400.0,Paved,190000,1566.0
2-STORY 1945 & OLDER,Resi Med Density,9900,True,OldTown,1Fam,Average,1910,Gable,CompShg,None,764,700,0.0,Dirt/Gravel,129000,1464.0
1-STORY 1946 & NEWER,Resi Low Density,22002,True,NAmes,1Fam,Above Avg,1959,Gable,CompShg,BrkFace,1652,0,510.0,Paved,200000,2162.0
2-STORY 1946 & NEWER,Resi Low Density,13000,True,NAmes,1Fam,Above Avg,1968,Gable,CompShg,BrkFace,1182,960,509.0,Paved,193500,2651.0
1-STORY 1946 & NEWER,Resi Low Density,8250,True,NAmes,1Fam,Above Avg,1964,Hip,CompShg,Stone,1092,0,504.0,Paved,145000,1596.0
1-1/2 STORY FINISHED,Resi Low Density,8170,True,Crawfor,1Fam,Good,1929,Gable,CompShg,BrkFace,1122,549,451.0,Paved,218000,2122.0
1-STORY 1946 & NEWER,Resi Low Density,12048,True,Edwards,1Fam,Average,1952,Gable,CompShg,BrkFace,1488,0,569.0,Paved,135000,2057.0
1-STORY 1946 & NEWER,Resi Low Density,10858,True,NAmes,1Fam,Average,1952,Gable,CompShg,Stone,1624,0,240.0,Paved,146500,1864.0
1-STPUD-1946 & NEWER,Resi Low Density,7577,True,NridgHt,TwnhsE,Above Avg,2005,Gable,CompShg,Stone,1362,0,460.0,Paved,194700,1822.0
1-STORY 1946 & NEWER,Floating Village,7500,False,Somerst,1Fam,Good,2007,Gable,CompShg,Stone,1218,0,462.0,Paved,230348,1680.0
1-STORY 1945 & OLDER,Resi Med Density,6120,True,OldTown,1Fam,Above Avg,1923,Gable,CompShg,None,1068,0,288.0,Paved,109500,1356.0
1-STORY 1946 & NEWER,Resi Low Density,23580,True,Mitchel,1Fam,Above Avg,1979,Gable,CompShg,None,1625,0,576.0,Paved,242500,2201.0
2ST PUD - 1946 & NEWER,Resi Low Density,5306,True,StoneBr,TwnhsE,Good,1987,Gable,CompShg,None,1064,703,504.0,Paved,239000,2271.0
1-STORY 1946 & NEWER,Resi Low Density,8092,True,NAmes,1Fam,Above Avg,1954,Hip,CompShg,BrkFace,1050,0,286.0,Paved,156000,1336.0
1-STORY 1946 & NEWER,Resi Low Density,8593,True,NAmes,1Fam,Below Avg,1957,Hip,CompShg,None,907,0,352.0,Paved,109008,1259.0
1-1/2 STORY FINISHED,Resi Med Density,11067,True,IDOTRR,1Fam,Poor,1939,Gable,CompShg,None,640,0,256.0,Dirt/Gravel,68104,896.0
2-STORY 1946 & NEWER,Resi Low Density,11929,True,NoRidge,1Fam,Very good,1995,Gable,CompShg,BrkFace,1251,1250,751.0,Paved,290000,3252.0
1-STORY 1946 & NEWER,Resi Low Density,9900,True,NAmes,1Fam,Average,1966,Hip,CompShg,None,1209,0,504.0,Paved,159000,1713.0
2-STORY 1945 & OLDER,Resi Low Density,4882,True,BrkSide,1Fam,Below Avg,1937,Gable,CompShg,None,453,453,231.0,Paved,87000,1137.0
1-STORY 1946 & NEWER,Resi Low Density,11423,True,CollgCr,1Fam,Very good,2001,Gable,CompShg,BrkFace,1601,0,670.0,Paved,272000,2271.0
1-STORY 1946 & NEWER,Resi Low Density,8772,True,CollgCr,1Fam,Good,2005,Gable,CompShg,None,1336,0,502.0,Paved,198000,1838.0
1-1/2 STORY FINISHED,Resi Med Density,7628,True,OldTown,1Fam,Below Avg,1940,Gable,CompShg,None,1095,561,440.0,Paved,119164,2096.0
1-STORY 1946 & NEWER,Resi Low Density,8335,True,Edwards,1Fam,Average,1954,Gable,CompShg,None,1124,0,0.0,Dirt/Gravel,93000,1124.0
2-STORY 1946 & NEWER,Resi Low Density,8220,True,Gilbert,1Fam,Good,2000,Gable,CompShg,BrkFace,1008,884,431.0,Paved,226750,2323.0
2 FAMILY CONVERSION,Resi Low Density,10615,True,OldTown,2fmCon,Fair,1900,Gable,CompShg,None,1014,685,420.0,Paved,95000,2119.0
1-1/2 STORY FINISHED,Resi Med Density,6000,True,BrkSide,1Fam,Above Avg,1948,Gable,CompShg,None,780,636,312.0,Partial Paved,139900,1728.0
1-STORY 1945 & OLDER,Resi Low Density,5350,True,BrkSide,1Fam,Fair,1940,Gable,CompShg,None,1306,0,0.0,Paved,76500,1306.0
1-STORY 1945 & OLDER,Resi Low Density,5400,True,OldTown,1Fam,Below Avg,1940,Gambrel,CompShg,None,672,0,308.0,Dirt/Gravel,86900,980.0
1-STORY 1946 & NEWER,Resi Low Density,17979,True,Mitchel,1Fam,Average,1968,Gable,CompShg,None,1160,0,257.0,Paved,152500,1417.0
1-STORY 1946 & NEWER,Resi Low Density,9520,True,Edwards,1Fam,Below Avg,1953,Gable,CompShg,Stone,930,0,286.0,Paved,99000,1216.0
1-STORY 1945 & OLDER,Resi Low Density,5330,True,BrkSide,1Fam,Below Avg,1940,Hip,CompShg,None,708,0,0.0,Paved,82500,708.0
1-STPUD-1946 & NEWER,Resi Low Density,8012,True,SawyerW,TwnhsE,Above Avg,1992,Gable,CompShg,None,1575,0,529.0,Paved,179200,2104.0
1-STORY 1946 & NEWER,Resi Low Density,9000,True,Sawyer,1Fam,Average,1966,Gable,CompShg,None,1059,0,286.0,Paved,142500,1345.0
1-STORY 1946 & NEWER,Resi Low Density,14299,True,Sawyer,1Fam,Below Avg,1964,Gable,CompShg,None,1005,0,440.0,Dirt/Gravel,115400,1445.0
2-STORY 1946 & NEWER,Floating Village,7050,True,Somerst,1Fam,Good,2001,Gable,CompShg,None,1057,872,650.0,Paved,226000,2579.0
2ST PUD - 1946 & NEWER,Floating Village,3180,False,Somerst,TwnhsE,Good,2005,Gable,CompShg,None,520,600,480.0,Paved,144152,1600.0
2-STORY 1946 & NEWER,Resi Low Density,16451,True,NridgHt,1Fam,Very good,2003,Gable,CompShg,BrkFace,1804,886,795.0,Paved,370000,3485.0
1-STORY 1946 & NEWER,Resi Low Density,12887,True,Mitchel,1Fam,Average,1984,Gable,CompShg,None,833,0,495.0,Paved,149900,1328.0
2-STORY 1946 & NEWER,Resi Low Density,15578,True,Gilbert,1Fam,Above Avg,2006,Gable,CompShg,None,728,728,429.0,Paved,172785,1885.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,NAmes,1Fam,Average,1950,Gable,CompShg,None,864,0,720.0,Paved,129000,1584.0
1-STORY 1946 & NEWER,Resi Low Density,17043,True,NWAmes,1Fam,Above Avg,1979,Gable,CompShg,None,1586,0,435.0,Paved,181000,2021.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10000,True,NAmes,1Fam,Average,1956,Hip,CompShg,BrkFace,1370,0,300.0,Paved,148000,1670.0
1-STORY 1946 & NEWER,Resi Low Density,8050,True,Edwards,1Fam,Above Avg,2002,Gable,CompShg,0,914,0,0.0,Dirt/Gravel,117250,914.0
1-STPUD-1946 & NEWER,Resi Low Density,3182,True,Blmngtn,TwnhsE,Good,2005,Gable,CompShg,BrkFace,1555,0,430.0,Paved,192500,1985.0
2ST PUD - 1946 & NEWER,Resi Med Density,1950,True,Blueste,Twnhs,Above Avg,1980,Gable,CompShg,None,716,840,452.0,Paved,151000,2008.0
1-STORY 1946 & NEWER,Resi Low Density,7700,True,CollgCr,1Fam,Average,1972,Gable,CompShg,None,882,0,461.0,Paved,112500,1343.0
1-STORY 1945 & OLDER,Resi Low Density,8731,True,BrkSide,1Fam,Average,1920,Gable,CompShg,None,1167,0,495.0,Paved,144000,1662.0
1-STPUD-1946 & NEWER,Resi Low Density,8232,True,NridgHt,TwnhsE,Excellent,2007,Hip,CompShg,BrkFace,1800,0,944.0,Paved,370967,2744.0
2ST PUD - 1946 & NEWER,Resi Low Density,2280,True,NPkVill,Twnhs,Above Avg,1975,Gable,CompShg,None,855,601,440.0,Paved,149900,1896.0
2-STORY 1946 & NEWER,Resi Low Density,8935,True,CollgCr,1Fam,Good,2002,Gable,CompShg,BrkFace,831,829,493.0,Paved,195000,2153.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9125,True,Gilbert,1Fam,Good,1992,Gable,CompShg,BrkFace,812,670,392.0,Paved,163900,1874.0
1-STORY 1946 & NEWER,Resi Low Density,11075,True,ClearCr,1Fam,Above Avg,1984,Hip,CompShg,BrkFace,1522,0,552.0,Paved,182000,2074.0
1-STORY 1946 & NEWER,Resi Low Density,13438,True,Timber,1Fam,Excellent,2008,Gable,CompShg,Stone,2036,0,780.0,Paved,410000,2816.0
1-STORY 1946 & NEWER,Resi Low Density,11070,True,Mitchel,1Fam,Average,1991,Gable,CompShg,None,1595,0,672.0,Paved,152000,2267.0
2-STORY 1946 & NEWER,Resi Low Density,7800,True,SawyerW,1Fam,Good,2005,Gable,CompShg,BrkFace,891,795,462.0,Paved,184000,2148.0
DUPLEX,Resi Med Density,7060,True,Mitchel,Duplex,Good,1997,Gable,CompShg,BrkFace,1344,0,784.0,Paved,206300,2128.0
DUPLEX,Resi Low Density,11836,True,Mitchel,Duplex,Average,1970,Gable,CompShg,None,1652,0,928.0,Paved,146500,2580.0
1-1/2 STORY FINISHED,Resi Low Density,8382,True,NAmes,1Fam,Below Avg,1956,Gable,CompShg,None,832,505,263.0,Paved,108000,1600.0
SPLIT OR MULTI-LEVEL,Resi Low Density,10192,True,NWAmes,1Fam,Good,1968,Gable,CompShg,BrkFace,1222,698,487.0,Paved,170000,2407.0
1-STPUD-1946 & NEWER,Resi Med Density,4426,True,CollgCr,TwnhsE,Above Avg,2004,Gable,CompShg,BrkFace,848,0,420.0,Paved,145000,1268.0
1-STPUD-1946 & NEWER,Resi Low Density,2280,True,NPkVill,Twnhs,Good,1975,Gable,CompShg,None,1055,0,440.0,Paved,123000,1495.0
1-STPUD-1946 & NEWER,Resi Low Density,2887,True,ClearCr,1Fam,Above Avg,1996,Gable,CompShg,None,1291,0,431.0,Paved,173000,1722.0
1-STORY 1945 & OLDER,Resi Med Density,8520,True,OldTown,1Fam,Above Avg,1928,Gable,CompShg,None,720,0,484.0,Paved,105900,1204.0
MULTILEVEL,Resi Med Density,1596,True,MeadowV,Twnhs,Below Avg,1973,Gable,CompShg,None,526,462,297.0,Paved,91000,1285.0
1-1/2 STORY FINISHED,Resi Low Density,15600,True,Crawfor,1Fam,Average,1949,Gable,CompShg,None,986,537,295.0,Paved,158000,1818.0
2-STORY 1946 & NEWER,Resi Low Density,9313,True,CollgCr,1Fam,Good,2004,Gable,CompShg,None,864,864,572.0,Paved,190000,2300.0
1-STPUD-1946 & NEWER,Resi Low Density,11064,True,Veenker,TwnhsE,Very good,1995,Hip,CompShg,None,1239,0,477.0,Paved,217500,1716.0
1-1/2 STORY FINISHED,Resi Med Density,9000,True,IDOTRR,1Fam,Average,1958,Gable,CompShg,BrkFace,1151,804,356.0,Paved,165500,2311.0
2-STORY 1945 & OLDER,Resi Low Density,12000,True,Crawfor,1Fam,Good,1941,Gable,CompShg,None,860,704,234.0,Paved,174500,1798.0
SPLIT OR MULTI-LEVEL,Resi Low Density,7692,True,Edwards,1Fam,Below Avg,1954,Gable,CompShg,None,1204,0,312.0,Paved,100000,1516.0
1-STORY 1946 & NEWER,Resi Low Density,14267,True,NAmes,1Fam,Above Avg,1958,Hip,CompShg,BrkFace,1329,0,312.0,Paved,172000,1641.0
1-STORY 1946 & NEWER,Resi Low Density,9675,True,CollgCr,1Fam,Average,1975,Hip,CompShg,None,879,0,440.0,Paved,120000,1319.0
1-STORY 1946 & NEWER,Resi High Density,8400,True,SawyerW,1Fam,Below Avg,1950,Gable,CompShg,None,841,0,294.0,Dirt/Gravel,82000,1135.0
1-1/2 STORY FINISHED,Resi Low Density,7500,True,NAmes,1Fam,Above Avg,1947,Gable,CompShg,None,900,412,649.0,Paved,127000,1961.0
2-1/2 STORY,Resi Med Density,9600,False,OldTown,1Fam,Above Avg,1917,Gable,CompShg,None,1134,924,396.0,Partial Paved,129500,2454.0
1-STPUD-1946 & NEWER,Resi Low Density,5814,True,StoneBr,TwnhsE,Very good,1984,Gable,CompShg,None,1360,0,565.0,Paved,187500,1925.0
1-STORY 1946 & NEWER,Resi Low Density,14860,True,CollgCr,1Fam,Very good,2002,Hip,CompShg,BrkFace,1786,0,715.0,Paved,300000,2501.0
2-STORY 1946 & NEWER,Resi Low Density,14803,True,NWAmes,1Fam,Above Avg,1971,Gable,CompShg,BrkFace,1097,896,495.0,Paved,190000,2488.0
1-1/2 STORY FINISHED,Resi Low Density,7550,True,Edwards,1Fam,Below Avg,1920,Gambrel,CompShg,None,986,376,280.0,Partial Paved,96000,1642.0
2-STORY 1946 & NEWER,Floating Village,8125,True,Somerst,1Fam,Good,2006,Gable,CompShg,Stone,1112,438,438.0,Paved,241000,1988.0
1-STORY 1946 & NEWER,Resi Low Density,13673,True,Sawyer,1Fam,Average,1962,Gable,CompShg,None,1696,0,349.0,Paved,143900,2045.0
2ST PUD - 1946 & NEWER,Resi Med Density,1533,True,MeadowV,Twnhs,Below Avg,1970,Gable,CompShg,None,546,546,286.0,Paved,87550,1378.0
1-STPUD-1946 & NEWER,Resi Low Density,7658,True,NridgHt,TwnhsE,Excellent,2005,Hip,CompShg,BrkFace,1752,0,576.0,Paved,319900,2328.0
2-STORY 1946 & NEWER,Resi Low Density,12292,True,StoneBr,1Fam,Excellent,2006,Hip,CompShg,BrkFace,1102,1371,675.0,Paved,356383,3148.0
1-STORY 1946 & NEWER,Resi Low Density,11923,True,CollgCr,1Fam,Excellent,2007,Gable,CompShg,None,1800,0,702.0,Paved,239000,2502.0
2-STORY 1946 & NEWER,Resi Low Density,10010,True,NoRidge,1Fam,Good,1993,Hip,WdShake,BrkFace,1108,1089,783.0,Paved,287500,2980.0
1-1/2 STORY FINISHED,Resi Med Density,12358,True,OldTown,1Fam,Average,1941,Gable,CompShg,None,854,0,660.0,Paved,128500,1514.0
2-STORY 1946 & NEWER,Resi Low Density,8577,True,Gilbert,1Fam,Good,2004,Gable,CompShg,None,847,886,433.0,Paved,185088,2166.0
1-STORY 1946 & NEWER,Floating Village,8640,True,Somerst,1Fam,Good,2008,Hip,CompShg,None,1402,0,625.0,Paved,229800,2027.0
1-STORY 1946 & NEWER,Resi Low Density,10447,True,Mitchel,1Fam,Average,1984,Gable,CompShg,None,887,0,288.0,Paved,124500,1175.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,NAmes,1Fam,Average,1968,Gable,CompShg,None,1051,0,504.0,Paved,142000,1555.0
2-STORY 1945 & OLDER,Resi Low Density,4899,True,SWISU,1Fam,Above Avg,1920,Gable,CompShg,None,755,755,216.0,Paved,149000,1726.0
DUPLEX,Resi Low Density,9246,True,NWAmes,Duplex,Average,1973,Gable,CompShg,BrkFace,1656,0,506.0,Paved,135000,2162.0
1-STPUD-1946 & NEWER,Resi Low Density,4928,True,NPkVill,TwnhsE,Above Avg,1976,Gable,CompShg,None,958,0,440.0,Paved,128000,1398.0
1-STORY 1946 & NEWER,Resi Low Density,12692,True,NoRidge,1Fam,Very good,1992,Hip,CompShg,None,3228,0,546.0,Paved,430000,3774.0
1-STORY 1946 & NEWER,Resi Low Density,7476,True,Sawyer,1Fam,Average,1968,Gable,CompShg,None,1040,0,686.0,Paved,145000,1726.0
1-1/2 STORY FINISHED,Resi Low Density,5362,True,Crawfor,1Fam,Average,1910,Gable,CompShg,None,661,589,552.0,Paved,139000,1802.0
SPLIT OR MULTI-LEVEL,Resi Low Density,12090,True,NWAmes,1Fam,Above Avg,1984,Hip,CompShg,BrkFace,1140,728,477.0,Paved,178000,2345.0
2-STORY 1946 & NEWER,Resi Low Density,12539,True,NridgHt,1Fam,Very Excellent,2005,Hip,CompShg,BrkFace,1632,1158,1150.0,Paved,460000,3940.0
2-1/2 STORY,Resi Low Density,11888,False,BrkSide,1Fam,Above Avg,1916,Gable,CompShg,None,1445,689,441.0,Paved,214500,2575.0
2 FAMILY CONVERSION,Resi High Density,7082,True,SWISU,2fmCon,Average,1916,Gable,CompShg,None,948,980,0.0,Dirt/Gravel,160000,1928.0
2-STORY 1946 & NEWER,Resi Low Density,8755,True,Gilbert,1Fam,Good,1999,Gable,CompShg,BrkFace,1022,1038,390.0,Paved,214000,2450.0
1-1/2 STORY FINISHED,Resi Med Density,4080,False,OldTown,1Fam,Above Avg,1935,Gable,CompShg,None,861,517,162.0,Partial Paved,128900,1540.0
2 FAMILY CONVERSION,Resi Low Density,32463,True,Mitchel,2fmCon,Below Avg,1961,Gable,CompShg,Stone,1622,0,1356.0,Paved,168000,2978.0
2-STORY 1946 & NEWER,Floating Village,12217,True,Somerst,1Fam,Very good,2007,Hip,CompShg,0,955,925,880.0,Paved,310013,2760.0
1-STPUD-1946 & NEWER,Resi Low Density,3696,True,StoneBr,TwnhsE,Very good,1986,Gable,CompShg,None,1088,0,461.0,Paved,170000,1549.0
1-STORY 1946 & NEWER,Resi Low Density,7560,True,NAmes,1Fam,Average,1959,Gable,CompShg,None,1040,0,286.0,Paved,133700,1326.0
2-STORY 1945 & OLDER,Resi Low Density,10592,True,Crawfor,1Fam,Above Avg,1923,Hip,CompShg,None,900,602,180.0,Paved,165000,1682.0
2ST PUD - 1946 & NEWER,Resi Med Density,1680,True,BrDale,TwnhsE,Above Avg,1971,Gable,CompShg,BrkFace,483,504,264.0,Paved,89500,1251.0
2 FAMILY CONVERSION,Resi Low Density,10382,True,NAmes,2fmCon,Above Avg,1958,Hip,CompShg,BrkFace,1095,0,264.0,Paved,140000,1359.0
2ST PUD - 1946 & NEWER,Resi Med Density,2522,True,Edwards,Twnhs,Good,2004,Gable,CompShg,Stone,970,739,380.0,Paved,134000,2089.0
2-STORY 1946 & NEWER,Resi Low Density,9370,True,SawyerW,1Fam,Above Avg,1992,Gable,CompShg,None,844,887,462.0,Paved,248500,2193.0
